Feb 21 00:06:47 control k3s[5865]: E0221 00:06:47.502529    5865 kuberuntime_manager.go:1558] "CreatePodSandbox for pod failed" err="rpc error: code = Unknown desc = failed to start sandbox \"89bafcccb1518b3e7d2bcb27b906ecd1a8a01e7e2547755a1d164627bcad43a2\": failed to get sandbox image \"rancher/mirrored-pause:3.6\": failed to pull image \"rancher/mirrored-pause:3.6\": failed to pull and unpack image \"docker.io/rancher/mirrored-pause:3.6\": failed to resolve reference \"docker.io/rancher/mirrored-pause:3.6\": failed to do request: Head \"https://registry-1.docker.io/v2/rancher/mirrored-pause/manifests/3.6\": dial tcp: lookup registry-1.docker.io: Try again" pod="kube-system/metrics-server-786d997795-stml5"
Feb 21 00:06:47 control k3s[5865]: E0221 00:06:47.502883    5865 pod_workers.go:1324] "Error syncing pod, skipping" err="failed to \"CreatePodSandbox\" for \"metrics-server-786d997795-stml5_kube-system(2a50d9c8-3f55-4d57-a778-07effacee30a)\" with CreatePodSandboxError: \"Failed to create sandbox for pod \\\"metrics-server-786d997795-stml5_kube-system(2a50d9c8-3f55-4d57-a778-07effacee30a)\\\": rpc error: code = Unknown desc = failed to start sandbox \\\"89bafcccb1518b3e7d2bcb27b906ecd1a8a01e7e2547755a1d164627bcad43a2\\\": failed to get sandbox image \\\"rancher/mirrored-pause:3.6\\\": failed to pull image \\\"rancher/mirrored-pause:3.6\\\": failed to pull and unpack image \\\"docker.io/rancher/mirrored-pause:3.6\\\": failed to resolve reference \\\"docker.io/rancher/mirrored-pause:3.6\\\": failed to do request: Head \\\"https://registry-1.docker.io/v2/rancher/mirrored-pause/manifests/3.6\\\": dial tcp: lookup registry-1.docker.io: Try again\"" pod="kube-system/metrics-server-786d997795-stml5" podUID="2a50d9c8-3f55-4d57-a778-07effacee30a"
Feb 21 00:06:47 control k3s[5865]: E0221 00:06:47.527786    5865 log.go:32] "RunPodSandbox from runtime service failed" err="rpc error: code = Unknown desc = failed to start sandbox \"514f327158030ac07d876c939293eef0463ed59095ac1191d796f45452160de1\": failed to get sandbox image \"rancher/mirrored-pause:3.6\": failed to pull image \"rancher/mirrored-pause:3.6\": failed to pull and unpack image \"docker.io/rancher/mirrored-pause:3.6\": failed to resolve reference \"docker.io/rancher/mirrored-pause:3.6\": failed to do request: Head \"https://registry-1.docker.io/v2/rancher/mirrored-pause/manifests/3.6\": dial tcp: lookup registry-1.docker.io: Try again"
Feb 21 00:06:47 control k3s[5865]: E0221 00:06:47.529712    5865 kuberuntime_sandbox.go:71] "Failed to create sandbox for pod" err="rpc error: code = Unknown desc = failed to start sandbox \"514f327158030ac07d876c939293eef0463ed59095ac1191d796f45452160de1\": failed to get sandbox image \"rancher/mirrored-pause:3.6\": failed to pull image \"rancher/mirrored-pause:3.6\": failed to pull and unpack image \"docker.io/rancher/mirrored-pause:3.6\": failed to resolve reference \"docker.io/rancher/mirrored-pause:3.6\": failed to do request: Head \"https://registry-1.docker.io/v2/rancher/mirrored-pause/manifests/3.6\": dial tcp: lookup registry-1.docker.io: Try again" pod="kube-system/local-path-provisioner-6bc6568469-gbzsf"
Feb 21 00:06:47 control k3s[5865]: E0221 00:06:47.530161    5865 kuberuntime_manager.go:1558] "CreatePodSandbox for pod failed" err="rpc error: code = Unknown desc = failed to start sandbox \"514f327158030ac07d876c939293eef0463ed59095ac1191d796f45452160de1\": failed to get sandbox image \"rancher/mirrored-pause:3.6\": failed to pull image \"rancher/mirrored-pause:3.6\": failed to pull and unpack image \"docker.io/rancher/mirrored-pause:3.6\": failed to resolve reference \"docker.io/rancher/mirrored-pause:3.6\": failed to do request: Head \"https://registry-1.docker.io/v2/rancher/mirrored-pause/manifests/3.6\": dial tcp: lookup registry-1.docker.io: Try again" pod="kube-system/local-path-provisioner-6bc6568469-gbzsf"
Feb 21 00:06:47 control k3s[5865]: E0221 00:06:47.530430    5865 pod_workers.go:1324] "Error syncing pod, skipping" err="failed to \"CreatePodSandbox\" for \"local-path-provisioner-6bc6568469-gbzsf_kube-system(4f7e015b-fe8f-4ba4-a391-e95e9c47eaf4)\" with CreatePodSandboxError: \"Failed to create sandbox for pod \\\"local-path-provisioner-6bc6568469-gbzsf_kube-system(4f7e015b-fe8f-4ba4-a391-e95e9c47eaf4)\\\": rpc error: code = Unknown desc = failed to start sandbox \\\"514f327158030ac07d876c939293eef0463ed59095ac1191d796f45452160de1\\\": failed to get sandbox image \\\"rancher/mirrored-pause:3.6\\\": failed to pull image \\\"rancher/mirrored-pause:3.6\\\": failed to pull and unpack image \\\"docker.io/rancher/mirrored-pause:3.6\\\": failed to resolve reference \\\"docker.io/rancher/mirrored-pause:3.6\\\": failed to do request: Head \\\"https://registry-1.docker.io/v2/rancher/mirrored-pause/manifests/3.6\\\": dial tcp: lookup registry-1.docker.io: Try again\"" pod="kube-system/local-path-provisioner-6bc6568469-gbzsf" podUID="4f7e015b-fe8f-4ba4-a391-e95e9c47eaf4"
Feb 21 00:06:47 control k3s[5865]: E0221 00:06:47.532497    5865 log.go:32] "RunPodSandbox from runtime service failed" err="rpc error: code = Unknown desc = failed to start sandbox \"e5be86ab766576392dc281e1489c6faf1eb27c67568cee9efa0363825b606139\": failed to get sandbox image \"rancher/mirrored-pause:3.6\": failed to pull image \"rancher/mirrored-pause:3.6\": failed to pull and unpack image \"docker.io/rancher/mirrored-pause:3.6\": failed to resolve reference \"docker.io/rancher/mirrored-pause:3.6\": failed to do request: Head \"https://registry-1.docker.io/v2/rancher/mirrored-pause/manifests/3.6\": dial tcp: lookup registry-1.docker.io: Try again"
Feb 21 00:06:47 control k3s[5865]: E0221 00:06:47.532775    5865 kuberuntime_sandbox.go:71] "Failed to create sandbox for pod" err="rpc error: code = Unknown desc = failed to start sandbox \"e5be86ab766576392dc281e1489c6faf1eb27c67568cee9efa0363825b606139\": failed to get sandbox image \"rancher/mirrored-pause:3.6\": failed to pull image \"rancher/mirrored-pause:3.6\": failed to pull and unpack image \"docker.io/rancher/mirrored-pause:3.6\": failed to resolve reference \"docker.io/rancher/mirrored-pause:3.6\": failed to do request: Head \"https://registry-1.docker.io/v2/rancher/mirrored-pause/manifests/3.6\": dial tcp: lookup registry-1.docker.io: Try again" pod="kube-system/coredns-7566b5ff58-gqb7m"
Feb 21 00:06:47 control k3s[5865]: E0221 00:06:47.532998    5865 kuberuntime_manager.go:1558] "CreatePodSandbox for pod failed" err="rpc error: code = Unknown desc = failed to start sandbox \"e5be86ab766576392dc281e1489c6faf1eb27c67568cee9efa0363825b606139\": failed to get sandbox image \"rancher/mirrored-pause:3.6\": failed to pull image \"rancher/mirrored-pause:3.6\": failed to pull and unpack image \"docker.io/rancher/mirrored-pause:3.6\": failed to resolve reference \"docker.io/rancher/mirrored-pause:3.6\": failed to do request: Head \"https://registry-1.docker.io/v2/rancher/mirrored-pause/manifests/3.6\": dial tcp: lookup registry-1.docker.io: Try again" pod="kube-system/coredns-7566b5ff58-gqb7m"
Feb 21 00:06:47 control k3s[5865]: E0221 00:06:47.533236    5865 pod_workers.go:1324] "Error syncing pod, skipping" err="failed to \"CreatePodSandbox\" for \"coredns-7566b5ff58-gqb7m_kube-system(fc7a469c-0391-4b3e-9e8f-001b117c7318)\" with CreatePodSandboxError: \"Failed to create sandbox for pod \\\"coredns-7566b5ff58-gqb7m_kube-system(fc7a469c-0391-4b3e-9e8f-001b117c7318)\\\": rpc error: code = Unknown desc = failed to start sandbox \\\"e5be86ab766576392dc281e1489c6faf1eb27c67568cee9efa0363825b606139\\\": failed to get sandbox image \\\"rancher/mirrored-pause:3.6\\\": failed to pull image \\\"rancher/mirrored-pause:3.6\\\": failed to pull and unpack image \\\"docker.io/rancher/mirrored-pause:3.6\\\": failed to resolve reference \\\"docker.io/rancher/mirrored-pause:3.6\\\": failed to do request: Head \\\"https://registry-1.docker.io/v2/rancher/mirrored-pause/manifests/3.6\\\": dial tcp: lookup registry-1.docker.io: Try again\"" pod="kube-system/coredns-7566b5ff58-gqb7m" podUID="fc7a469c-0391-4b3e-9e8f-001b117c7318"
Feb 21 00:06:54 control k3s[5865]: E0221 00:06:54.737706    5865 health_controller.go:212] Metrics Controller heartbeat missed
Feb 21 00:07:04 control k3s[5865]: E0221 00:07:04.929941    5865 log.go:32] "RunPodSandbox from runtime service failed" err="rpc error: code = Unknown desc = failed to start sandbox \"9ef34d870d3bbb2e53c05e322b0b197f31dd6c927cf78021ce1b95946ca6d4b9\": failed to get sandbox image \"rancher/mirrored-pause:3.6\": failed to pull image \"rancher/mirrored-pause:3.6\": failed to pull and unpack image \"docker.io/rancher/mirrored-pause:3.6\": failed to resolve reference \"docker.io/rancher/mirrored-pause:3.6\": failed to do request: Head \"https://registry-1.docker.io/v2/rancher/mirrored-pause/manifests/3.6\": dial tcp: lookup registry-1.docker.io: Try again"
Feb 21 00:07:04 control k3s[5865]: E0221 00:07:04.931182    5865 kuberuntime_sandbox.go:71] "Failed to create sandbox for pod" err="rpc error: code = Unknown desc = failed to start sandbox \"9ef34d870d3bbb2e53c05e322b0b197f31dd6c927cf78021ce1b95946ca6d4b9\": failed to get sandbox image \"rancher/mirrored-pause:3.6\": failed to pull image \"rancher/mirrored-pause:3.6\": failed to pull and unpack image \"docker.io/rancher/mirrored-pause:3.6\": failed to resolve reference \"docker.io/rancher/mirrored-pause:3.6\": failed to do request: Head \"https://registry-1.docker.io/v2/rancher/mirrored-pause/manifests/3.6\": dial tcp: lookup registry-1.docker.io: Try again" pod="kube-system/local-path-provisioner-6bc6568469-gbzsf"
Feb 21 00:07:04 control k3s[5865]: E0221 00:07:04.932629    5865 kuberuntime_manager.go:1558] "CreatePodSandbox for pod failed" err="rpc error: code = Unknown desc = failed to start sandbox \"9ef34d870d3bbb2e53c05e322b0b197f31dd6c927cf78021ce1b95946ca6d4b9\": failed to get sandbox image \"rancher/mirrored-pause:3.6\": failed to pull image \"rancher/mirrored-pause:3.6\": failed to pull and unpack image \"docker.io/rancher/mirrored-pause:3.6\": failed to resolve reference \"docker.io/rancher/mirrored-pause:3.6\": failed to do request: Head \"https://registry-1.docker.io/v2/rancher/mirrored-pause/manifests/3.6\": dial tcp: lookup registry-1.docker.io: Try again" pod="kube-system/local-path-provisioner-6bc6568469-gbzsf"
Feb 21 00:07:04 control k3s[5865]: E0221 00:07:04.934701    5865 pod_workers.go:1324] "Error syncing pod, skipping" err="failed to \"CreatePodSandbox\" for \"local-path-provisioner-6bc6568469-gbzsf_kube-system(4f7e015b-fe8f-4ba4-a391-e95e9c47eaf4)\" with CreatePodSandboxError: \"Failed to create sandbox for pod \\\"local-path-provisioner-6bc6568469-gbzsf_kube-system(4f7e015b-fe8f-4ba4-a391-e95e9c47eaf4)\\\": rpc error: code = Unknown desc = failed to start sandbox \\\"9ef34d870d3bbb2e53c05e322b0b197f31dd6c927cf78021ce1b95946ca6d4b9\\\": failed to get sandbox image \\\"rancher/mirrored-pause:3.6\\\": failed to pull image \\\"rancher/mirrored-pause:3.6\\\": failed to pull and unpack image \\\"docker.io/rancher/mirrored-pause:3.6\\\": failed to resolve reference \\\"docker.io/rancher/mirrored-pause:3.6\\\": failed to do request: Head \\\"https://registry-1.docker.io/v2/rancher/mirrored-pause/manifests/3.6\\\": dial tcp: lookup registry-1.docker.io: Try again\"" pod="kube-system/local-path-provisioner-6bc6568469-gbzsf" podUID="4f7e015b-fe8f-4ba4-a391-e95e9c47eaf4"
Feb 21 00:07:04 control k3s[5865]: E0221 00:07:04.990616    5865 log.go:32] "RunPodSandbox from runtime service failed" err="rpc error: code = Unknown desc = failed to start sandbox \"2535d8d236ee28d8a3f60be5360372b806ac9638414676bf4d94d3f09022d1d8\": failed to get sandbox image \"rancher/mirrored-pause:3.6\": failed to pull image \"rancher/mirrored-pause:3.6\": failed to pull and unpack image \"docker.io/rancher/mirrored-pause:3.6\": failed to resolve reference \"docker.io/rancher/mirrored-pause:3.6\": failed to do request: Head \"https://registry-1.docker.io/v2/rancher/mirrored-pause/manifests/3.6\": dial tcp: lookup registry-1.docker.io: Try again"
Feb 21 00:07:04 control k3s[5865]: E0221 00:07:04.992275    5865 kuberuntime_sandbox.go:71] "Failed to create sandbox for pod" err="rpc error: code = Unknown desc = failed to start sandbox \"2535d8d236ee28d8a3f60be5360372b806ac9638414676bf4d94d3f09022d1d8\": failed to get sandbox image \"rancher/mirrored-pause:3.6\": failed to pull image \"rancher/mirrored-pause:3.6\": failed to pull and unpack image \"docker.io/rancher/mirrored-pause:3.6\": failed to resolve reference \"docker.io/rancher/mirrored-pause:3.6\": failed to do request: Head \"https://registry-1.docker.io/v2/rancher/mirrored-pause/manifests/3.6\": dial tcp: lookup registry-1.docker.io: Try again" pod="kube-system/coredns-7566b5ff58-gqb7m"
Feb 21 00:07:04 control k3s[5865]: E0221 00:07:04.992666    5865 kuberuntime_manager.go:1558] "CreatePodSandbox for pod failed" err="rpc error: code = Unknown desc = failed to start sandbox \"2535d8d236ee28d8a3f60be5360372b806ac9638414676bf4d94d3f09022d1d8\": failed to get sandbox image \"rancher/mirrored-pause:3.6\": failed to pull image \"rancher/mirrored-pause:3.6\": failed to pull and unpack image \"docker.io/rancher/mirrored-pause:3.6\": failed to resolve reference \"docker.io/rancher/mirrored-pause:3.6\": failed to do request: Head \"https://registry-1.docker.io/v2/rancher/mirrored-pause/manifests/3.6\": dial tcp: lookup registry-1.docker.io: Try again" pod="kube-system/coredns-7566b5ff58-gqb7m"
Feb 21 00:07:04 control k3s[5865]: E0221 00:07:04.992768    5865 pod_workers.go:1324] "Error syncing pod, skipping" err="failed to \"CreatePodSandbox\" for \"coredns-7566b5ff58-gqb7m_kube-system(fc7a469c-0391-4b3e-9e8f-001b117c7318)\" with CreatePodSandboxError: \"Failed to create sandbox for pod \\\"coredns-7566b5ff58-gqb7m_kube-system(fc7a469c-0391-4b3e-9e8f-001b117c7318)\\\": rpc error: code = Unknown desc = failed to start sandbox \\\"2535d8d236ee28d8a3f60be5360372b806ac9638414676bf4d94d3f09022d1d8\\\": failed to get sandbox image \\\"rancher/mirrored-pause:3.6\\\": failed to pull image \\\"rancher/mirrored-pause:3.6\\\": failed to pull and unpack image \\\"docker.io/rancher/mirrored-pause:3.6\\\": failed to resolve reference \\\"docker.io/rancher/mirrored-pause:3.6\\\": failed to do request: Head \\\"https://registry-1.docker.io/v2/rancher/mirrored-pause/manifests/3.6\\\": dial tcp: lookup registry-1.docker.io: Try again\"" pod="kube-system/coredns-7566b5ff58-gqb7m" podUID="fc7a469c-0391-4b3e-9e8f-001b117c7318"
Feb 21 00:07:05 control k3s[5865]: E0221 00:07:05.003103    5865 log.go:32] "RunPodSandbox from runtime service failed" err="rpc error: code = Unknown desc = failed to start sandbox \"85b6cbddd6ac9c671460b3de5d46247506bb20e04ae8457e32a567275eb36221\": failed to get sandbox image \"rancher/mirrored-pause:3.6\": failed to pull image \"rancher/mirrored-pause:3.6\": failed to pull and unpack image \"docker.io/rancher/mirrored-pause:3.6\": failed to resolve reference \"docker.io/rancher/mirrored-pause:3.6\": failed to do request: Head \"https://registry-1.docker.io/v2/rancher/mirrored-pause/manifests/3.6\": dial tcp: lookup registry-1.docker.io: Try again"
Feb 21 00:07:05 control k3s[5865]: E0221 00:07:05.003430    5865 kuberuntime_sandbox.go:71] "Failed to create sandbox for pod" err="rpc error: code = Unknown desc = failed to start sandbox \"85b6cbddd6ac9c671460b3de5d46247506bb20e04ae8457e32a567275eb36221\": failed to get sandbox image \"rancher/mirrored-pause:3.6\": failed to pull image \"rancher/mirrored-pause:3.6\": failed to pull and unpack image \"docker.io/rancher/mirrored-pause:3.6\": failed to resolve reference \"docker.io/rancher/mirrored-pause:3.6\": failed to do request: Head \"https://registry-1.docker.io/v2/rancher/mirrored-pause/manifests/3.6\": dial tcp: lookup registry-1.docker.io: Try again" pod="kube-system/metrics-server-786d997795-stml5"
Feb 21 00:07:05 control k3s[5865]: E0221 00:07:05.003472    5865 kuberuntime_manager.go:1558] "CreatePodSandbox for pod failed" err="rpc error: code = Unknown desc = failed to start sandbox \"85b6cbddd6ac9c671460b3de5d46247506bb20e04ae8457e32a567275eb36221\": failed to get sandbox image \"rancher/mirrored-pause:3.6\": failed to pull image \"rancher/mirrored-pause:3.6\": failed to pull and unpack image \"docker.io/rancher/mirrored-pause:3.6\": failed to resolve reference \"docker.io/rancher/mirrored-pause:3.6\": failed to do request: Head \"https://registry-1.docker.io/v2/rancher/mirrored-pause/manifests/3.6\": dial tcp: lookup registry-1.docker.io: Try again" pod="kube-system/metrics-server-786d997795-stml5"
Feb 21 00:07:05 control k3s[5865]: E0221 00:07:05.003558    5865 pod_workers.go:1324] "Error syncing pod, skipping" err="failed to \"CreatePodSandbox\" for \"metrics-server-786d997795-stml5_kube-system(2a50d9c8-3f55-4d57-a778-07effacee30a)\" with CreatePodSandboxError: \"Failed to create sandbox for pod \\\"metrics-server-786d997795-stml5_kube-system(2a50d9c8-3f55-4d57-a778-07effacee30a)\\\": rpc error: code = Unknown desc = failed to start sandbox \\\"85b6cbddd6ac9c671460b3de5d46247506bb20e04ae8457e32a567275eb36221\\\": failed to get sandbox image \\\"rancher/mirrored-pause:3.6\\\": failed to pull image \\\"rancher/mirrored-pause:3.6\\\": failed to pull and unpack image \\\"docker.io/rancher/mirrored-pause:3.6\\\": failed to resolve reference \\\"docker.io/rancher/mirrored-pause:3.6\\\": failed to do request: Head \\\"https://registry-1.docker.io/v2/rancher/mirrored-pause/manifests/3.6\\\": dial tcp: lookup registry-1.docker.io: Try again\"" pod="kube-system/metrics-server-786d997795-stml5" podUID="2a50d9c8-3f55-4d57-a778-07effacee30a"
Feb 21 00:07:09 control k3s[5865]: E0221 00:07:09.106949    5865 resource_quota_controller.go:460] "Error during resource discovery" err="unable to retrieve the complete list of server APIs: metrics.k8s.io/v1beta1: stale GroupVersion discovery: metrics.k8s.io/v1beta1"
Feb 21 00:07:10 control k3s[5865]: I0221 00:07:10.614441    5865 garbagecollector.go:792] "failed to discover some groups" groups="map[\"metrics.k8s.io/v1beta1\":\"stale GroupVersion discovery: metrics.k8s.io/v1beta1\"]"
Feb 21 00:07:24 control k3s[5865]: E0221 00:07:24.695981    5865 log.go:32] "RunPodSandbox from runtime service failed" err="rpc error: code = Unknown desc = failed to start sandbox \"89f569153dced26014e81ab4d6f53fbb452c30273d9e8a917ae8e21a4ada56c6\": failed to get sandbox image \"rancher/mirrored-pause:3.6\": failed to pull image \"rancher/mirrored-pause:3.6\": failed to pull and unpack image \"docker.io/rancher/mirrored-pause:3.6\": failed to copy: httpReadSeeker: failed open: failed to do request: Get \"https://production.cloudflare.docker.com/registry-v2/docker/registry/v2/blobs/sha256/62/6270bb605e12e581514ada5fd5b3216f727db55dc87d5889c790e4c760683fee/data?expires=1771635439&signature=iG49X1n87%2Fn6CIQML6R7GBG4e7s%3D&version=3\": dial tcp: lookup production.cloudflare.docker.com: Try again"
Feb 21 00:07:24 control k3s[5865]: E0221 00:07:24.696930    5865 kuberuntime_sandbox.go:71] "Failed to create sandbox for pod" err="rpc error: code = Unknown desc = failed to start sandbox \"89f569153dced26014e81ab4d6f53fbb452c30273d9e8a917ae8e21a4ada56c6\": failed to get sandbox image \"rancher/mirrored-pause:3.6\": failed to pull image \"rancher/mirrored-pause:3.6\": failed to pull and unpack image \"docker.io/rancher/mirrored-pause:3.6\": failed to copy: httpReadSeeker: failed open: failed to do request: Get \"https://production.cloudflare.docker.com/registry-v2/docker/registry/v2/blobs/sha256/62/6270bb605e12e581514ada5fd5b3216f727db55dc87d5889c790e4c760683fee/data?expires=1771635439&signature=iG49X1n87%2Fn6CIQML6R7GBG4e7s%3D&version=3\": dial tcp: lookup production.cloudflare.docker.com: Try again" pod="kube-system/coredns-7566b5ff58-gqb7m"
Feb 21 00:07:24 control k3s[5865]: E0221 00:07:24.696993    5865 kuberuntime_manager.go:1558] "CreatePodSandbox for pod failed" err="rpc error: code = Unknown desc = failed to start sandbox \"89f569153dced26014e81ab4d6f53fbb452c30273d9e8a917ae8e21a4ada56c6\": failed to get sandbox image \"rancher/mirrored-pause:3.6\": failed to pull image \"rancher/mirrored-pause:3.6\": failed to pull and unpack image \"docker.io/rancher/mirrored-pause:3.6\": failed to copy: httpReadSeeker: failed open: failed to do request: Get \"https://production.cloudflare.docker.com/registry-v2/docker/registry/v2/blobs/sha256/62/6270bb605e12e581514ada5fd5b3216f727db55dc87d5889c790e4c760683fee/data?expires=1771635439&signature=iG49X1n87%2Fn6CIQML6R7GBG4e7s%3D&version=3\": dial tcp: lookup production.cloudflare.docker.com: Try again" pod="kube-system/coredns-7566b5ff58-gqb7m"
Feb 21 00:07:24 control k3s[5865]: E0221 00:07:24.697310    5865 pod_workers.go:1324] "Error syncing pod, skipping" err="failed to \"CreatePodSandbox\" for \"coredns-7566b5ff58-gqb7m_kube-system(fc7a469c-0391-4b3e-9e8f-001b117c7318)\" with CreatePodSandboxError: \"Failed to create sandbox for pod \\\"coredns-7566b5ff58-gqb7m_kube-system(fc7a469c-0391-4b3e-9e8f-001b117c7318)\\\": rpc error: code = Unknown desc = failed to start sandbox \\\"89f569153dced26014e81ab4d6f53fbb452c30273d9e8a917ae8e21a4ada56c6\\\": failed to get sandbox image \\\"rancher/mirrored-pause:3.6\\\": failed to pull image \\\"rancher/mirrored-pause:3.6\\\": failed to pull and unpack image \\\"docker.io/rancher/mirrored-pause:3.6\\\": failed to copy: httpReadSeeker: failed open: failed to do request: Get \\\"https://production.cloudflare.docker.com/registry-v2/docker/registry/v2/blobs/sha256/62/6270bb605e12e581514ada5fd5b3216f727db55dc87d5889c790e4c760683fee/data?expires=1771635439&signature=iG49X1n87%2Fn6CIQML6R7GBG4e7s%3D&version=3\\\": dial tcp: lookup production.cloudflare.docker.com: Try again\"" pod="kube-system/coredns-7566b5ff58-gqb7m" podUID="fc7a469c-0391-4b3e-9e8f-001b117c7318"
Feb 21 00:07:30 control k3s[5865]: E0221 00:07:30.567432    5865 handler_proxy.go:143] error resolving kube-system/metrics-server: no endpoints available for service "metrics-server"
Feb 21 00:07:33 control k3s[5865]: E0221 00:07:33.967705    5865 log.go:32] "ContainerStatus from runtime service failed" err="rpc error: code = NotFound desc = an error occurred when try to find container \"400ab157b770d2e3c78e4f13a03b4c41971c2c4f25f365508d22d1f460f16bfd\": not found" containerID="400ab157b770d2e3c78e4f13a03b4c41971c2c4f25f365508d22d1f460f16bfd"
Feb 21 00:07:33 control k3s[5865]: I0221 00:07:33.967776    5865 kuberuntime_gc.go:364] "Error getting ContainerStatus for containerID" containerID="400ab157b770d2e3c78e4f13a03b4c41971c2c4f25f365508d22d1f460f16bfd" err="rpc error: code = NotFound desc = an error occurred when try to find container \"400ab157b770d2e3c78e4f13a03b4c41971c2c4f25f365508d22d1f460f16bfd\": not found"
Feb 21 00:07:33 control k3s[5865]: E0221 00:07:33.968936    5865 log.go:32] "ContainerStatus from runtime service failed" err="rpc error: code = NotFound desc = an error occurred when try to find container \"b35d0ed79de77413a94a51d6aed63140c06671111bb529bf0883061935effd65\": not found" containerID="b35d0ed79de77413a94a51d6aed63140c06671111bb529bf0883061935effd65"
Feb 21 00:07:33 control k3s[5865]: I0221 00:07:33.968976    5865 kuberuntime_gc.go:364] "Error getting ContainerStatus for containerID" containerID="b35d0ed79de77413a94a51d6aed63140c06671111bb529bf0883061935effd65" err="rpc error: code = NotFound desc = an error occurred when try to find container \"b35d0ed79de77413a94a51d6aed63140c06671111bb529bf0883061935effd65\": not found"
Feb 21 00:07:33 control k3s[5865]: E0221 00:07:33.969601    5865 log.go:32] "ContainerStatus from runtime service failed" err="rpc error: code = NotFound desc = an error occurred when try to find container \"30c3e7b71f7667f7498c51225afb3bd8a6c4e502f0f273a2769e4e6f7596d8ea\": not found" containerID="30c3e7b71f7667f7498c51225afb3bd8a6c4e502f0f273a2769e4e6f7596d8ea"
Feb 21 00:07:33 control k3s[5865]: I0221 00:07:33.969630    5865 kuberuntime_gc.go:364] "Error getting ContainerStatus for containerID" containerID="30c3e7b71f7667f7498c51225afb3bd8a6c4e502f0f273a2769e4e6f7596d8ea" err="rpc error: code = NotFound desc = an error occurred when try to find container \"30c3e7b71f7667f7498c51225afb3bd8a6c4e502f0f273a2769e4e6f7596d8ea\": not found"
Feb 21 00:07:33 control k3s[5865]: E0221 00:07:33.972069    5865 log.go:32] "ContainerStatus from runtime service failed" err="rpc error: code = NotFound desc = an error occurred when try to find container \"0698d577ea9e7b2d3087ad0fff4f43a32e5b0715feb8a9d61f0e89af42f7d560\": not found" containerID="0698d577ea9e7b2d3087ad0fff4f43a32e5b0715feb8a9d61f0e89af42f7d560"
Feb 21 00:07:33 control k3s[5865]: I0221 00:07:33.973051    5865 kuberuntime_gc.go:364] "Error getting ContainerStatus for containerID" containerID="0698d577ea9e7b2d3087ad0fff4f43a32e5b0715feb8a9d61f0e89af42f7d560" err="rpc error: code = NotFound desc = an error occurred when try to find container \"0698d577ea9e7b2d3087ad0fff4f43a32e5b0715feb8a9d61f0e89af42f7d560\": not found"
Feb 21 00:07:33 control k3s[5865]: E0221 00:07:33.974195    5865 log.go:32] "ContainerStatus from runtime service failed" err="rpc error: code = NotFound desc = an error occurred when try to find container \"2ce1a75bc460d3c1edc751b0441d1aab2894ea379468c25986c49e4a15349878\": not found" containerID="2ce1a75bc460d3c1edc751b0441d1aab2894ea379468c25986c49e4a15349878"
Feb 21 00:07:33 control k3s[5865]: I0221 00:07:33.974359    5865 kuberuntime_gc.go:364] "Error getting ContainerStatus for containerID" containerID="2ce1a75bc460d3c1edc751b0441d1aab2894ea379468c25986c49e4a15349878" err="rpc error: code = NotFound desc = an error occurred when try to find container \"2ce1a75bc460d3c1edc751b0441d1aab2894ea379468c25986c49e4a15349878\": not found"
Feb 21 00:07:33 control k3s[5865]: E0221 00:07:33.975568    5865 log.go:32] "ContainerStatus from runtime service failed" err="rpc error: code = NotFound desc = an error occurred when try to find container \"a6c4b83d7effb7ebcc04e6cea034bb390e350401c04ab7243b80a37561af193a\": not found" containerID="a6c4b83d7effb7ebcc04e6cea034bb390e350401c04ab7243b80a37561af193a"
Feb 21 00:07:33 control k3s[5865]: I0221 00:07:33.975604    5865 kuberuntime_gc.go:364] "Error getting ContainerStatus for containerID" containerID="a6c4b83d7effb7ebcc04e6cea034bb390e350401c04ab7243b80a37561af193a" err="rpc error: code = NotFound desc = an error occurred when try to find container \"a6c4b83d7effb7ebcc04e6cea034bb390e350401c04ab7243b80a37561af193a\": not found"
Feb 21 00:07:33 control k3s[5865]: E0221 00:07:33.977314    5865 log.go:32] "ContainerStatus from runtime service failed" err="rpc error: code = NotFound desc = an error occurred when try to find container \"2fe2479a5257310e74adf2778eaf6e90252977df9ca288ea12ab5da40aebcded\": not found" containerID="2fe2479a5257310e74adf2778eaf6e90252977df9ca288ea12ab5da40aebcded"
Feb 21 00:07:33 control k3s[5865]: I0221 00:07:33.977348    5865 kuberuntime_gc.go:364] "Error getting ContainerStatus for containerID" containerID="2fe2479a5257310e74adf2778eaf6e90252977df9ca288ea12ab5da40aebcded" err="rpc error: code = NotFound desc = an error occurred when try to find container \"2fe2479a5257310e74adf2778eaf6e90252977df9ca288ea12ab5da40aebcded\": not found"
Feb 21 00:07:33 control k3s[5865]: E0221 00:07:33.978280    5865 log.go:32] "ContainerStatus from runtime service failed" err="rpc error: code = NotFound desc = an error occurred when try to find container \"89b43ead588a48e4f995729f95d8e4a60c73181d9d2da69ce927bba34ce41f36\": not found" containerID="89b43ead588a48e4f995729f95d8e4a60c73181d9d2da69ce927bba34ce41f36"
